"D","Delta","EDD_order","P","SPT_order","TT_EDD","TT_SPT","d_by_rank","d_multiset","instance_id","n","p_by_rank","panel","tau_den","tau_num"
"18","","[3,1,2,4]","14","[1,2,3,4]","","","[3,5,1,9]","[1,3,5,9]","A_o002_r00033","4","[1,2,4,7]","A","28","19"
"18","-8","[4,1,2,3]","14","[1,2,3,4]","21","13","[3,5,9,1]","[1,3,5,9]","A_o002_r00034","4","[1,2,4,7]","A","28","19"
"18","-2","[3,1,4,2]","14","[1,2,3,4]","17","15","[3,9,1,5]","[1,3,5,9]","A_o002_r00035","4","[1,2,4,7]","A","28","19"
"18","-8","[4,1,3,2]","14","[1,2,3,4]","23","15","[3,9,5,1]","[1,3,5,9]","A_o002_r00036","4","[1,2,4,7]","A","28","19"
"18","0","[2,3,1,4]","14","[1,2,3,4]","11","11","[5,1,3,9]","[1,3,5,9]","A_o002_r00037","4","[1,2,4,7]","A","28","19"
"18","-4","[2,4,1,3]","14","[1,2,3,4]","17","13","[5,1,9,3]","[1,3,5,9]","A_o002_r00038","4","[1,2,4,7]","A","28","19"
"18","","[3,2,1,4]","14","[1,2,3,4]","","","[5,3,1,9]","[1,3,5,9]","A_o002_r00039","4","[1,2,4,7]","A","28","19"
"18","","[4,2,1,3]","14","[1,2,3,4]","","","[5,3,9,1]","[1,3,5,9]","A_o002_r00040","4","[1,2,4,7]","A","28","19"
"18","-6","[3,4,1,2]","14","[1,2,3,4]","23","17","[5,9,1,3]","[1,3,5,9]","A_o002_r00041","4","[1,2,4,7]","A","28","19"
"18","-9","[4,3,1,2]","14","[1,2,3,4]","26","17","[5,9,3,1]","[1,3,5,9]","A_o002_r00042","4","[1,2,4,7]","A","28","19"
"18","-2","[2,3,4,1]","14","[1,2,3,4]","17","15","[9,1,3,5]","[1,3,5,9]","A_o002_r00043","4","[1,2,4,7]","A","28","19"
"18","-5","[2,4,3,1]","14","[1,2,3,4]","20","15","[9,1,5,3]","[1,3,5,9]","A_o002_r00044","4","[1,2,4,7]","A","28","19"
"18","-4","[3,2,4,1]","14","[1,2,3,4]","19","15","[9,3,1,5]","[1,3,5,9]","A_o002_r00045","4","[1,2,4,7]","A","28","19"
"18","-10","[4,2,3,1]","14","[1,2,3,4]","25","15","[9,3,5,1]","[1,3,5,9]","A_o002_r00046","4","[1,2,4,7]","A","28","19"
"18","-7","[3,4,2,1]","14","[1,2,3,4]","24","17","[9,5,1,3]","[1,3,5,9]","A_o002_r00047","4","[1,2,4,7]","A","28","19"
"18","-10","[4,3,2,1]","14","[1,2,3,4]","27","17","[9,5,3,1]","[1,3,5,9]","A_o002_r00048","4","[1,2,4,7]","A","28","19"
"20","0","[1,2,3,4]","14","[1,2,3,4]","5","5","[1,3,5,11]","[1,3,5,11]","A_o003_r00049","4","[1,2,4,7]","A","14","9"
"20","1","[1,2,4,3]","14","[1,2,3,4]","8","9","[1,3,11,5]","[1,3,5,11]","A_o003_r00050","4","[1,2,4,7]","A","14","9"
"20","","[1,3,2,4]","14","[1,2,3,4]","","","[1,5,3,11]","[1,3,5,11]","A_o003_r00051","4","[1,2,4,7]","A","14","9"
"20","-2","[1,4,2,3]","14","[1,2,3,4]","13","11","[1,5,11,3]","[1,3,5,11]","A_o003_r00052","4","[1,2,4,7]","A","14","9"
"20","1","[1,3,4,2]","14","[1,2,3,4]","12","13","[1,11,3,5]","[1,3,5,11]","A_o003_r00053","4","[1,2,4,7]","A","14","9"
"20","-2","[1,4,3,2]","14","[1,2,3,4]","15","13","[1,11,5,3]","[1,3,5,11]","A_o003_r00054","4","[1,2,4,7]","A","14","9"
"20","1","[2,1,3,4]","14","[1,2,3,4]","6","7","[3,1,5,11]","[1,3,5,11]","A_o003_r00055","4","[1,2,4,7]","A","14","9"
"20","2","[2,1,4,3]","14","[1,2,3,4]","9","11","[3,1,11,5]","[1,3,5,11]","A_o003_r00056","4","[1,2,4,7]","A","14","9"
"20","","[3,1,2,4]","14","[1,2,3,4]","","","[3,5,1,11]","[1,3,5,11]","A_o003_r00057","4","[1,2,4,7]","A","14","9"
"20","-6","[4,1,2,3]","14","[1,2,3,4]","19","13","[3,5,11,1]","[1,3,5,11]","A_o003_r00058","4","[1,2,4,7]","A","14","9"
"20","0","[3,1,4,2]","14","[1,2,3,4]","15","15","[3,11,1,5]","[1,3,5,11]","A_o003_r00059","4","[1,2,4,7]","A","14","9"
"20","-6","[4,1,3,2]","14","[1,2,3,4]","21","15","[3,11,5,1]","[1,3,5,11]","A_o003_r00060","4","[1,2,4,7]","A","14","9"
"20","0","[2,3,1,4]","14","[1,2,3,4]","9","9","[5,1,3,11]","[1,3,5,11]","A_o003_r00061","4","[1,2,4,7]","A","14","9"
"20","-2","[2,4,1,3]","14","[1,2,3,4]","15","13","[5,1,11,3]","[1,3,5,11]","A_o003_r00062","4","[1,2,4,7]","A","14","9"
"20","","[3,2,1,4]","14","[1,2,3,4]","","","[5,3,1,11]","[1,3,5,11]","A_o003_r00063","4","[1,2,4,7]","A","14","9"
"20","","[4,2,1,3]","14","[1,2,3,4]","","","[5,3,11,1]","[1,3,5,11]","A_o003_r00064","4","[1,2,4,7]","A","14","9"
"20","-4","[3,4,1,2]","14","[1,2,3,4]","21","17","[5,11,1,3]","[1,3,5,11]","A_o003_r00065","4","[1,2,4,7]","A","14","9"
"20","-7","[4,3,1,2]","14","[1,2,3,4]","24","17","[5,11,3,1]","[1,3,5,11]","A_o003_r00066","4","[1,2,4,7]","A","14","9"
"20","0","[2,3,4,1]","14","[1,2,3,4]","15","15","[11,1,3,5]","[1,3,5,11]","A_o003_r00067","4","[1,2,4,7]","A","14","9"
"20","-3","[2,4,3,1]","14","[1,2,3,4]","18","15","[11,1,5,3]","[1,3,5,11]","A_o003_r00068","4","[1,2,4,7]","A","14","9"
"20","-2","[3,2,4,1]","14","[1,2,3,4]","17","15","[11,3,1,5]","[1,3,5,11]","A_o003_r00069","4","[1,2,4,7]","A","14","9"
"20","-8","[4,2,3,1]","14","[1,2,3,4]","23","15","[11,3,5,1]","[1,3,5,11]","A_o003_r00070","4","[1,2,4,7]","A","14","9"
"20","-5","[3,4,2,1]","14","[1,2,3,4]","22","17","[11,5,1,3]","[1,3,5,11]","A_o003_r00071","4","[1,2,4,7]","A","14","9"
"20","-8","[4,3,2,1]","14","[1,2,3,4]","25","17","[11,5,3,1]","[1,3,5,11]","A_o003_r00072","4","[1,2,4,7]","A","14","9"
"20","0","[1,2,3,4]","14","[1,2,3,4]","5","5","[1,3,7,9]","[1,3,7,9]","A_o004_r00073","4","[1,2,4,7]","A","14","9"
"20","-1","[1,2,4,3]","14","[1,2,3,4]","8","7","[1,3,9,7]","[1,3,7,9]","A_o004_r00074","4","[1,2,4,7]","A","14","9"
"20","2","[1,3,2,4]","14","[1,2,3,4]","7","9","[1,7,3,9]","[1,3,7,9]","A_o004_r00075","4","[1,2,4,7]","A","14","9"
"20","-2","[1,4,2,3]","14","[1,2,3,4]","13","11","[1,7,9,3]","[1,3,7,9]","A_o004_r00076","4","[1,2,4,7]","A","14","9"
"20","-1","[1,3,4,2]","14","[1,2,3,4]","12","11","[1,9,3,7]","[1,3,7,9]","A_o004_r00077","4","[1,2,4,7]","A","14","9"
"20","","[1,4,3,2]","14","[1,2,3,4]","","","[1,9,7,3]","[1,3,7,9]","A_o004_r00078","4","[1,2,4,7]","A","14","9"
"20","1","[2,1,3,4]","14","[1,2,3,4]","6","7","[3,1,7,9]","[1,3,7,9]","A_o004_r00079","4","[1,2,4,7]","A","14","9"
"20","0","[2,1,4,3]","14","[1,2,3,4]","9","9","[3,1,9,7]","[1,3,7,9]","A_o004_r00080","4","[1,2,4,7]","A","14","9"
"20","1","[3,1,2,4]","14","[1,2,3,4]","10","11","[3,7,1,9]","[1,3,7,9]","A_o004_r00081","4","[1,2,4,7]","A","14","9"
"20","-6","[4,1,2,3]","14","[1,2,3,4]","19","13","[3,7,9,1]","[1,3,7,9]","A_o004_r00082","4","[1,2,4,7]","A","14","9"
"20","-2","[3,1,4,2]","14","[1,2,3,4]","15","13","[3,9,1,7]","[1,3,7,9]","A_o004_r00083","4","[1,2,4,7]","A","14","9"
"20","","[4,1,3,2]","14","[1,2,3,4]","","","[3,9,7,1]","[1,3,7,9]","A_o004_r00084","4","[1,2,4,7]","A","14","9"
"20","2","[2,3,1,4]","14","[1,2,3,4]","9","11","[7,1,3,9]","[1,3,7,9]","A_o004_r00085","4","[1,2,4,7]","A","14","9"
"20","-2","[2,4,1,3]","14","[1,2,3,4]","15","13","[7,1,9,3]","[1,3,7,9]","A_o004_r00086","4","[1,2,4,7]","A","14","9"
"20","0","[3,2,1,4]","14","[1,2,3,4]","11","11","[7,3,1,9]","[1,3,7,9]","A_o004_r00087","4","[1,2,4,7]","A","14","9"
"20","","[4,2,1,3]","14","[1,2,3,4]","","","[7,3,9,1]","[1,3,7,9]","A_o004_r00088","4","[1,2,4,7]","A","14","9"
"20","-4","[3,4,1,2]","14","[1,2,3,4]","21","17","[7,9,1,3]","[1,3,7,9]","A_o004_r00089","4","[1,2,4,7]","A","14","9"
"20","-7","[4,3,1,2]","14","[1,2,3,4]","24","17","[7,9,3,1]","[1,3,7,9]","A_o004_r00090","4","[1,2,4,7]","A","14","9"
"20","-2","[2,3,4,1]","14","[1,2,3,4]","15","13","[9,1,3,7]","[1,3,7,9]","A_o004_r00091","4","[1,2,4,7]","A","14","9"
"20","","[2,4,3,1]","14","[1,2,3,4]","","","[9,1,7,3]","[1,3,7,9]","A_o004_r00092","4","[1,2,4,7]","A","14","9"
"20","-4","[3,2,4,1]","14","[1,2,3,4]","17","13","[9,3,1,7]","[1,3,7,9]","A_o004_r00093","4","[1,2,4,7]","A","14","9"
"20","","[4,2,3,1]","14","[1,2,3,4]","","","[9,3,7,1]","[1,3,7,9]","A_o004_r00094","4","[1,2,4,7]","A","14","9"
"20","","[3,4,2,1]","14","[1,2,3,4]","","","[9,7,1,3]","[1,3,7,9]","A_o004_r00095","4","[1,2,4,7]","A","14","9"
"20","","[4,3,2,1]","14","[1,2,3,4]","","","[9,7,3,1]","[1,3,7,9]","A_o004_r00096","4","[1,2,4,7]","A","14","9"
"22","0","[1,2,3,4]","14","[1,2,3,4]","3","3","[1,3,7,11]","[1,3,7,11]","A_o005_r00097","4","[1,2,4,7]","A","28","17"
"22","1","[1,2,4,3]","14","[1,2,3,4]","6","7","[1,3,11,7]","[1,3,7,11]","A_o005_r00098","4","[1,2,4,7]","A","28","17"
"22","2","[1,3,2,4]","14","[1,2,3,4]","5","7","[1,7,3,11]","[1,3,7,11]","A_o005_r00099","4","[1,2,4,7]","A","28","17"
"22","0","[1,4,2,3]","14","[1,2,3,4]","11","11","[1,7,11,3]","[1,3,7,11]","A_o005_r00100","4","[1,2,4,7]","A","28","17"
"22","1","[1,3,4,2]","14","[1,2,3,4]","10","11","[1,11,3,7]","[1,3,7,11]","A_o005_r00101","4","[1,2,4,7]","A","28","17"
"22","","[1,4,3,2]","14","[1,2,3,4]","","","[1,11,7,3]","[1,3,7,11]","A_o005_r00102","4","[1,2,4,7]","A","28","17"
"22","1","[2,1,3,4]","14","[1,2,3,4]","4","5","[3,1,7,11]","[1,3,7,11]","A_o005_r00103","4","[1,2,4,7]","A","28","17"
"22","2","[2,1,4,3]","14","[1,2,3,4]","7","9","[3,1,11,7]","[1,3,7,11]","A_o005_r00104","4","[1,2,4,7]","A","28","17"
"22","1","[3,1,2,4]","14","[1,2,3,4]","8","9","[3,7,1,11]","[1,3,7,11]","A_o005_r00105","4","[1,2,4,7]","A","28","17"
"22","-4","[4,1,2,3]","14","[1,2,3,4]","17","13","[3,7,11,1]","[1,3,7,11]","A_o005_r00106","4","[1,2,4,7]","A","28","17"
"22","0","[3,1,4,2]","14","[1,2,3,4]","13","13","[3,11,1,7]","[1,3,7,11]","A_o005_r00107","4","[1,2,4,7]","A","28","17"
"22","","[4,1,3,2]","14","[1,2,3,4]","","","[3,11,7,1]","[1,3,7,11]","A_o005_r00108","4","[1,2,4,7]","A","28","17"
"22","2","[2,3,1,4]","14","[1,2,3,4]","7","9","[7,1,3,11]","[1,3,7,11]","A_o005_r00109","4","[1,2,4,7]","A","28","17"
"22","0","[2,4,1,3]","14","[1,2,3,4]","13","13","[7,1,11,3]","[1,3,7,11]","A_o005_r00110","4","[1,2,4,7]","A","28","17"
"22","0","[3,2,1,4]","14","[1,2,3,4]","9","9","[7,3,1,11]","[1,3,7,11]","A_o005_r00111","4","[1,2,4,7]","A","28","17"
"22","","[4,2,1,3]","14","[1,2,3,4]","","","[7,3,11,1]","[1,3,7,11]","A_o005_r00112","4","[1,2,4,7]","A","28","17"
"22","-2","[3,4,1,2]","14","[1,2,3,4]","19","17","[7,11,1,3]","[1,3,7,11]","A_o005_r00113","4","[1,2,4,7]","A","28","17"
"22","-5","[4,3,1,2]","14","[1,2,3,4]","22","17","[7,11,3,1]","[1,3,7,11]","A_o005_r00114","4","[1,2,4,7]","A","28","17"
"22","0","[2,3,4,1]","14","[1,2,3,4]","13","13","[11,1,3,7]","[1,3,7,11]","A_o005_r00115","4","[1,2,4,7]","A","28","17"
"22","","[2,4,3,1]","14","[1,2,3,4]","","","[11,1,7,3]","[1,3,7,11]","A_o005_r00116","4","[1,2,4,7]","A","28","17"
"22","-2","[3,2,4,1]","14","[1,2,3,4]","15","13","[11,3,1,7]","[1,3,7,11]","A_o005_r00117","4","[1,2,4,7]","A","28","17"
"22","","[4,2,3,1]","14","[1,2,3,4]","","","[11,3,7,1]","[1,3,7,11]","A_o005_r00118","4","[1,2,4,7]","A","28","17"
"22","","[3,4,2,1]","14","[1,2,3,4]","","","[11,7,1,3]","[1,3,7,11]","A_o005_r00119","4","[1,2,4,7]","A","28","17"
"22","","[4,3,2,1]","14","[1,2,3,4]","","","[11,7,3,1]","[1,3,7,11]","A_o005_r00120","4","[1,2,4,7]","A","28","17"
"24","0","[1,2,3,4]","14","[1,2,3,4]","3","3","[1,3,9,11]","[1,3,9,11]","A_o006_r00121","4","[1,2,4,7]","A","7","4"
"24","1","[1,2,4,3]","14","[1,2,3,4]","4","5","[1,3,11,9]","[1,3,9,11]","A_o006_r00122","4","[1,2,4,7]","A","7","4"
"24","2","[1,3,2,4]","14","[1,2,3,4]","5","7","[1,9,3,11]","[1,3,9,11]","A_o006_r00123","4","[1,2,4,7]","A","7","4"
"24","2","[1,4,2,3]","14","[1,2,3,4]","9","11","[1,9,11,3]","[1,3,9,11]","A_o006_r00124","4","[1,2,4,7]","A","7","4"
"24","1","[1,3,4,2]","14","[1,2,3,4]","8","9","[1,11,3,9]","[1,3,9,11]","A_o006_r00125","4","[1,2,4,7]","A","7","4"
"24","0","[1,4,3,2]","14","[1,2,3,4]","11","11","[1,11,9,3]","[1,3,9,11]","A_o006_r00126","4","[1,2,4,7]","A","7","4"
"24","1","[2,1,3,4]","14","[1,2,3,4]","4","5","[3,1,9,11]","[1,3,9,11]","A_o006_r00127","4","[1,2,4,7]","A","7","4"
"24","2","[2,1,4,3]","14","[1,2,3,4]","5","7","[3,1,11,9]","[1,3,9,11]","A_o006_r00128","4","[1,2,4,7]","A","7","4"
"24","1","[3,1,2,4]","14","[1,2,3,4]","8","9","[3,9,1,11]","[1,3,9,11]","A_o006_r00129","4","[1,2,4,7]","A","7","4"
"24","-2","[4,1,2,3]","14","[1,2,3,4]","15","13","[3,9,11,1]","[1,3,9,11]","A_o006_r00130","4","[1,2,4,7]","A","7","4"
"24","0","[3,1,4,2]","14","[1,2,3,4]","11","11","[3,11,1,9]","[1,3,9,11]","A_o006_r00131","4","[1,2,4,7]","A","7","4"
"24","-4","[4,1,3,2]","14","[1,2,3,4]","17","13","[3,11,9,1]","[1,3,9,11]","A_o006_r00132","4","[1,2,4,7]","A","7","4"
"24","2","[2,3,1,4]","14","[1,2,3,4]","7","9","[9,1,3,11]","[1,3,9,11]","A_o006_r00133","4","[1,2,4,7]","A","7","4"
"24","","[2,4,1,3]","14","[1,2,3,4]","","","[9,1,11,3]","[1,3,9,11]","A_o006_r00134","4","[1,2,4,7]","A","7","4"
"24","0","[3,2,1,4]","14","[1,2,3,4]","9","9","[9,3,1,11]","[1,3,9,11]","A_o006_r00135","4","[1,2,4,7]","A","7","4"
"24","","[4,2,1,3]","14","[1,2,3,4]","","","[9,3,11,1]","[1,3,9,11]","A_o006_r00136","4","[1,2,4,7]","A","7","4"
"24","0","[3,4,1,2]","14","[1,2,3,4]","17","17","[9,11,1,3]","[1,3,9,11]","A_o006_r00137","4","[1,2,4,7]","A","7","4"
"24","-3","[4,3,1,2]","14","[1,2,3,4]","20","17","[9,11,3,1]","[1,3,9,11]","A_o006_r00138","4","[1,2,4,7]","A","7","4"
"24","0","[2,3,4,1]","14","[1,2,3,4]","11","11","[11,1,3,9]","[1,3,9,11]","A_o006_r00139","4","[1,2,4,7]","A","7","4"
"24","","[2,4,3,1]","14","[1,2,3,4]","","","[11,1,9,3]","[1,3,9,11]","A_o006_r00140","4","[1,2,4,7]","A","7","4"
"24","-2","[3,2,4,1]","14","[1,2,3,4]","13","11","[11,3,1,9]","[1,3,9,11]","A_o006_r00141","4","[1,2,4,7]","A","7","4"
"24","","[4,2,3,1]","14","[1,2,3,4]","","","[11,3,9,1]","[1,3,9,11]","A_o006_r00142","4","[1,2,4,7]","A","7","4"
"24","","[3,4,2,1]","14","[1,2,3,4]","","","[11,9,1,3]","[1,3,9,11]","A_o006_r00143","4","[1,2,4,7]","A","7","4"
"24","","[4,3,2,1]","14","[1,2,3,4]","","","[11,9,3,1]","[1,3,9,11]","A_o006_r00144","4","[1,2,4,7]","A","7","4"
"22","0","[1,2,3,4]","14","[1,2,3,4]","5","5","[1,5,7,9]","[1,5,7,9]","A_o007_r00145","4","[1,2,4,7]","A","28","17"
"22","-1","[1,2,4,3]","14","[1,2,3,4]","8","7","[1,5,9,7]","[1,5,7,9]","A_o007_r00146","4","[1,2,4,7]","A","28","17"
"22","2","[1,3,2,4]","14","[1,2,3,4]","5","7","[1,7,5,9]","[1,5,7,9]","A_o007_r00147","4","[1,2,4,7]","A","28","17"
"22","-2","[1,4,2,3]","14","[1,2,3,4]","11","9","[1,7,9,5]","[1,5,7,9]","A_o007_r00148","4","[1,2,4,7]","A","28","17"
"22","-1","[1,3,4,2]","14","[1,2,3,4]","10","9","[1,9,5,7]","[1,5,7,9]","A_o007_r00149","4","[1,2,4,7]","A","28","17"
"22","","[1,4,3,2]","14","[1,2,3,4]","","","[1,9,7,5]","[1,5,7,9]","A_o007_r00150","4","[1,2,4,7]","A","28","17"
"22","1","[2,1,3,4]","14","[1,2,3,4]","6","7","[5,1,7,9]","[1,5,7,9]","A_o007_r00151","4","[1,2,4,7]","A","28","17"
"22","0","[2,1,4,3]","14","[1,2,3,4]","9","9","[5,1,9,7]","[1,5,7,9]","A_o007_r00152","4","[1,2,4,7]","A","28","17"
"22","3","[3,1,2,4]","14","[1,2,3,4]","8","11","[5,7,1,9]","[1,5,7,9]","A_o007_r00153","4","[1,2,4,7]","A","28","17"
"22","-4","[4,1,2,3]","14","[1,2,3,4]","17","13","[5,7,9,1]","[1,5,7,9]","A_o007_r00154","4","[1,2,4,7]","A","28","17"
"22","0","[3,1,4,2]","14","[1,2,3,4]","13","13","[5,9,1,7]","[1,5,7,9]","A_o007_r00155","4","[1,2,4,7]","A","28","17"
"22","","[4,1,3,2]","14","[1,2,3,4]","","","[5,9,7,1]","[1,5,7,9]","A_o007_r00156","4","[1,2,4,7]","A","28","17"
"22","2","[2,3,1,4]","14","[1,2,3,4]","7","9","[7,1,5,9]","[1,5,7,9]","A_o007_r00157","4","[1,2,4,7]","A","28","17"
"22","-2","[2,4,1,3]","14","[1,2,3,4]","13","11","[7,1,9,5]","[1,5,7,9]","A_o007_r00158","4","[1,2,4,7]","A","28","17"
"22","2","[3,2,1,4]","14","[1,2,3,4]","9","11","[7,5,1,9]","[1,5,7,9]","A_o007_r00159","4","[1,2,4,7]","A","28","17"
"22","","[4,2,1,3]","14","[1,2,3,4]","","","[7,5,9,1]","[1,5,7,9]","A_o007_r00160","4","[1,2,4,7]","A","28","17"
"22","-4","[3,4,1,2]","14","[1,2,3,4]","19","15","[7,9,1,5]","[1,5,7,9]","A_o007_r00161","4","[1,2,4,7]","A","28","17"
"22","","[4,3,1,2]","14","[1,2,3,4]","","","[7,9,5,1]","[1,5,7,9]","A_o007_r00162","4","[1,2,4,7]","A","28","17"
"22","-2","[2,3,4,1]","14","[1,2,3,4]","13","11","[9,1,5,7]","[1,5,7,9]","A_o007_r00163","4","[1,2,4,7]","A","28","17"
"22","","[2,4,3,1]","14","[1,2,3,4]","","","[9,1,7,5]","[1,5,7,9]","A_o007_r00164","4","[1,2,4,7]","A","28","17"
"22","-2","[3,2,4,1]","14","[1,2,3,4]","15","13","[9,5,1,7]","[1,5,7,9]","A_o007_r00165","4","[1,2,4,7]","A","28","17"
"22","","[4,2,3,1]","14","[1,2,3,4]","","","[9,5,7,1]","[1,5,7,9]","A_o007_r00166","4","[1,2,4,7]","A","28","17"
"22","","[3,4,2,1]","14","[1,2,3,4]","","","[9,7,1,5]","[1,5,7,9]","A_o007_r00167","4","[1,2,4,7]","A","28","17"
"22","","[4,3,2,1]","14","[1,2,3,4]","","","[9,7,5,1]","[1,5,7,9]","A_o007_r00168","4","[1,2,4,7]","A","28","17"
"24","0","[1,2,3,4]","14","[1,2,3,4]","3","3","[1,5,7,11]","[1,5,7,11]","A_o008_r00169","4","[1,2,4,7]","A","7","4"
"24","1","[1,2,4,3]","14","[1,2,3,4]","6","7","[1,5,11,7]","[1,5,7,11]","A_o008_r00170","4","[1,2,4,7]","A","7","4"
"24","2","[1,3,2,4]","14","[1,2,3,4]","3","5","[1,7,5,11]","[1,5,7,11]","A_o008_r00171","4","[1,2,4,7]","A","7","4"
"24","0","[1,4,2,3]","14","[1,2,3,4]","9","9","[1,7,11,5]","[1,5,7,11]","A_o008_r00172","4","[1,2,4,7]","A","7","4"
"24","1","[1,3,4,2]","14","[1,2,3,4]","8","9","[1,11,5,7]","[1,5,7,11]","A_o008_r00173","4","[1,2,4,7]","A","7","4"
"24","","[1,4,3,2]","14","[1,2,3,4]","","","[1,11,7,5]","[1,5,7,11]","A_o008_r00174","4","[1,2,4,7]","A","7","4"
"24","1","[2,1,3,4]","14","[1,2,3,4]","4","5","[5,1,7,11]","[1,5,7,11]","A_o008_r00175","4","[1,2,4,7]","A","7","4"
